userName,score,at,content
Wacun Palasari,1,2024-05-06 05:59:02,"Tiktok sekarang itu pilih kasih dan jelek, udah update sampe di unin 4 kali tp gak bisa pke fitur foto slide, malah jadi vidio terus, tolonglah tiktok segera perbaiki, harusnya yg udh update lebih bagus dan komplit fiturnya, malah kebalikannya, tolong bngt Adain lagi fitur foto slide, karena saya benar² sangat membutuhkannya, saya kasih bintang satu dulu, jika sudah di perbaiki baru saya mau ngasih lebih"
sebastiano wungo,4,2024-05-06 05:30:55,Beberapa video di hapus/dapat teguran pelanggaran pedoman komunitas meskipun kenyataannya sangat sangat tidak melanggar. Banyak saya temui video yang semestinya jauh lebih tidak layak tampil eh malah bebas berkeliaran di disini. Overall mantap
Nyo Lik darrel,1,2024-05-06 02:08:43,Kalau niat nya membisukan tolong dengan sangat untuk memberitahu bagian mana yang salah dan kalau dilaporkan tolong oleh siapa diberitahukan. Gatau apa2 tiba2 dibisukan ga bsa dm gara2 laporan palsu mengajukan banding juga ga langsung instan. Ya kalau yang dilaporkan benar2 salah gapapa kalau terbukti laporan palsu apakah bisa diproses atau dimaklumin saja??????? Jadilah aplikasi yg adil dan sporif dalam suatu bisnis komunikasi jangan asal memutuskan tanpa menindak lanjuti permasalahan. Thanks
Yukir Lase,1,2024-05-05 23:49:11,"Buat admin tik tok terkhusus untuk Tik tok Indonesia, jangan kalian pilih pilih, ada mayoritas dan minoritas, setiap apa yang kita komentari tentang hal hal yang sebenarnya kalian hapus dan blokir, tapi jika yang mayoritas melakukan sebaliknya, bebas."
Ganendra Arganta,4,2024-05-05 23:37:01,"Aplikasi TikTok sangatlah berguna dalam segala hal,namun tolong diperhatikan kwalitas AUDIO nya. Saya berharap agar Kwalitas AUDIO STEREO dapat digunakan diseluruh type android, tanpa harus mencari versi yang tepat lagi saat ada update versi. Demikian kendala yang sering menjadi perdebatan pada pengguna android terutama android versi lama untuk AUDIO nya saat live streaming karaoke dan bernyanyi di TikTok"
Panca sakti pamungkas,1,2024-05-05 23:17:53,"Kocak pencariannya pengen cari sesuatu gk pernah dapet random banget vidio/fotonya udh di benerin tetep aja random pencarian dibenerin lah, dibenerin juga suka error dan susah dijelaskan upload vidio pas tambahkan musik yg udh difavoritkan malah ilang katanya ""belum ada favorit"" cape banget 4x musik favorit gk ada mulu"
userrskyy,1,2024-05-05 22:50:33,tolong tiktok fitur foto slidenya ko hilang ya ini kenapa? tolong di perbaiki jangan cma di baca doang saya sangat kecewa sebagai pengguna tiktok
Mas_Lang Maslang,1,2024-05-05 22:00:13,Saya udah beberapa kali download tik tok tapi kenapa ya cuma bisa di buka sebentar doang ketika selesai menggunduli habis itu keluar ehh pas mau masuk lagi ngga bisa
Ahmad Erlangga,3,2024-05-05 21:41:52,developer aplikasi nya udah bagus tapi saya ngerasa ada yang kurang kenapa di aplikasi ini tidak ada tanggal nya setiap upload video jadi saya tolong tambahkan fitur ini biar bisa tau kapan video kita di upload dari dulu sekian
Lydia Haydee,2,2024-05-05 21:14:30,Sangat disayangkan sekali setelah update fitur save foto & video dihilangkan. Downgrade 👎🏻👎🏻
Tengku Maharani,5,2024-05-05 21:07:30,Aplikasi yg sangat bagus krna saya melihat dr sisi positif nya tidak melihat dr sisi negatif ny.. Smga banyak meng apdet berita² yg real dan bermanfaat ya.. ☺
Rizky Hidayat,3,2024-05-05 19:32:07,assalamualaikum🙏aplikasi tiktok ini bagus banget tapi saya kasih bintang 3 dlu karena mb nya makin lama makin nambah nah pas di pake sehari langsung 1 gb jadi hp kentang tidak bisa mendownload aplikasi ini karena mb nya yang sangat berat jadi mohon di perkecilkan lagi mb tiktok nya ya terimakasih itu ulasan saya dlu jadi assalamualikum🙏🙏
Devi Yanah Lestari,2,2024-05-05 19:27:41,sumpah tiktok yang bener aja cok ini apk nya kenapa dah di pencet ga langsung kebuka perlu di pencet Ampe 3 kali baru kebuka trus buat bikin vidio juga mau disimpen Ampe di unduh 10 kali ga kesimpen sekalinya kesimpen ada WM nyaa
Kaka Jia,1,2024-05-05 19:26:30,"Kecewa berat, ni apk setiap gw mau buka ni apk malah ga bisa di buka udh di teken ber kali kali ttp ga bisa tak kira hpnya rusak tapi kata tukang servis nya gpp, berarti ni apk rusak nih, katanya sih di update tapi kok ga ada tulisan update?!, ni apk dah rusak padahal dulu ga kayak gini!!!!, apk nya rusakkk!!!!!!"
Gufron Ardin,1,2024-05-05 19:23:54,"Pas sudah instal tiktok kebesokannya udh gak bisa di buka lagi kaya mau masuk tapi keluar lagi bisanya cuman instal terus uninstall ulang gitu terus biar tiktoknya bisa dibuka,tolong diperbaiki"
Gihon Tymoty,1,2024-05-05 18:48:43,"tik tok nge bug kah ? kok gabisa dibuka kayak nge stuck ke logo , padahal sinyal wifi sama data keduanya bagus semua , sama penyimpanan saya masih oke juga , hp masih oke jugaa , tolong pembuat tik tok benerin bug bug 🙏 trimakasih 🙏🙏🙏"
Dwi Aprilia,4,2024-05-05 17:34:24,"Dengan tiktok aku bisa melihat apa saja.. Video makanan tentunya.. Soalnya suka makan.. Dan yg penting jga bisa buat belnja.. Banyak promo"" Menarikk.. Semoga ada promo menarik lainnya"
naura salsa salsa,2,2024-05-05 17:23:23,Knp saya tidak bisa menyimpan vidio yang saya biki.contoh saya membuat vidio di tiktok tetapi tidak bisa di simpan.knp ya?pokoknya saya mau saya harus bisa menyimpan video yang saya buat titik
Samsul Arifin,5,2024-05-05 15:35:03,Aplikasi sangat membantu. Bagus dan tidak lemot. Beli barang di tiktok juga lebih murah. Banyak konten menghibur dan bagus. Saya sarankan download aplikasi ini.
Rita Karmila,1,2024-05-05 14:48:07,Saya kasih bintang 1 dlu karna saya pengguna hp infinix hot 9 play ini kenapa ya tolong di perbaiki di hp saya tidak bisa di click untuk masuk ke apk ttk nya jadi saya harus hapus dowload lagi hapus download lagi dan seterus nya
Ade Firmansyah,4,2024-05-05 14:38:57,"sekarang banyak banget bug salah satunya yang bikin saya kesal saat saya mau tekan aplikasi tiba"" tidak bisa masuk,,,tolong perbaiki bug ink"
Dewi Juliani,4,2024-05-05 14:29:50,"Kenapa pas mau login kagak bisa bisa ya padahal udah berpuluh puluh kali login,pas di tanggal ultah nya ngeleg tahun asli bahkan sampe palsu tetep kagak bisa terus salah salah melulu capek tanganku giniin tahun.padahal pengen banget login tapi malah gagal melulu😢😢kasih saran dong biar bisa cepet login....dan please banget🙏🏻🙏🏻tiktok pendaftarannya dicek cek dlu barangkali ada yang salah atau gk bener,soalnya tangan ku sakitttt🙏🏻🙏🏻🙏🏻"
Banon Kartika,3,2024-05-05 13:39:19,Tiktok...mohon. Maaf mungkin ada kesalahan kita mendapat notifikasi bahwa saya melanggar kebijakan kami tentang E-commerce untuk kreator...katanya kita tidak menampilkan produknya..padahal templet promosinya dipilihkan Tiktok...mohon di tinjau ulang...itupun fotonya berasal dari Templet yang di sediakan Tiktok...
Melvy Angellee,4,2024-05-05 12:38:53,Apkny bagus cmn knp y skrg rata rata sound di hapus saya mau post video aj dibisukan trs katany soundny di hapus segala macam tolong lh ya di perbaiki apk ny sy udh coba 4 smpe 5 kli post vid yg berbeda sma aj laguny di hapus smua ni emg di sengaja apa bgimna tlg y di perbaiki apk ny!!!
Erma OT,1,2024-05-05 12:34:44,"Biasanya lancar banget buka apknya. Skg kog jarang bisa ngebuka, harus di restrart HP atau uninstal trus instal lagi. Entahlah... HP saya atau apknya yg bermasalah."
Nd Uk,2,2024-05-05 11:06:46,kenapa aplikasi nya gampang rusak.. padahal sudah berkali kali ku update tetep saja rusak.. tolong di perbaiki aplikasi nya.. ini sudah termasuk bikin hp lemot.😡
Nuria Dewi,3,2024-05-05 10:41:31,"Saya senang dengan konten2 yang ada, yang membuat saya kecewa adalah tiktok shop nya karena tidak ada pengaman seperti di shop***, ketika barang sudah diantar oleh kurir, otomatis transaksi selesai padahal belum dicek oleh pembeli, sementara untuk mengurus pengembalian dana/barang sistemnya belum bagus. Mohon untuk diperbaiki."
Reni Pabriani,2,2024-05-05 10:23:04,"Parah banget asli tiba"" tiktok gak bisa dibuka samsek, malah ke hpnya jadi ngelag dan ngerestart sendiri. Di akalin ini itu tanpa harus uninstall aplikasinya tetap gak bisa. Masalah jaringan bukan, memory hp bukan, chance bukan, aplikasi udah paling update. Pada akhirnya di uninstall, ilang dah semua draft videonya -__"
Ririn Rahmania,4,2024-05-05 10:08:08,Ini kenapa ya aplikasi nya sekarang sering suka gabisa di buka klo di buka tiba tiba kluar lgi tolong ya di tingkat kan lgi untuk tiktok nya
Wawan Dermawan,2,2024-05-05 09:50:42,"Hi TikTok,kenapa saya gak bisa beli koin lewat aplikasi yang katanya lebih hemat 25%,kenapa harus lewat pihak ke3?saya gak akan top up lagi selama sistem pembayarannya seperti ini,tolong diperbarui lagi,kembalikan seperti yang lama..pembaruan membawa sengsara😩😩"
Henzz,3,2024-05-05 09:47:24,"Tolong dong ini Fyp dibenerin, setelah update tiba tiba video yg muncul di fyp adalah video yang sudah saya liahat semua. sampai video yg sudah saya like pun tetap muncul. tidak ada video baru yang muncul"
Ahmad fauzi Abdullah,1,2024-05-05 09:38:40,"Kenapa ya ,hari hari ini susah banget buka tiktok Udh di pencet juga tetep susah , tolong benerin aku udh hapus Download tiktoknya Tpi tetep aja susah , aku kasi Bintang 1 aja lah , soalnya susah bet dahh"
Barita Sihotang123,1,2024-05-05 09:02:33,"Saya heran dengan aplikasi tiktok ini,masa dah 4 hari blm bisa di buka aplikasi nya,lama-lama ruwet pake aplikasi ini,mksd dan tujuan pihak TIKTOK apa sih, sampai segitunya gak bisa terbuka di hpku."
azriel muhaimin,5,2024-05-05 08:11:57,"tiktok sekarang nge bug parah, buka aplikasi nunggu bisa sampai 30 menitan, tiap scroll video sekitar 15 menit malah keluar sendiri dari aplikasinya, padahal dulu ga gitu, wifi sama memori aman padahal, tiktok mohon diperbaiki lagi"
ᴀᴛǫɪᴀ Balqes,4,2024-05-05 07:21:42,Bagus sih aplikasi ini tapi tolong kolo mau nonton pake data aja jangan pake wifi karena memakan koneksi tolong perbaiki ya (＾ｖ＾)
Nayla azka,1,2024-05-05 07:00:37,Tiktok sekarang ga kayak dulu lagi sekarang kalo buka tiktok ngelag ga ada gambarnya berhenti di logonya padahal udah di update malah tambah ngelag udah ta hapus apk nya terus diinstal lagi bisa tapi 1-2hari balik lagi ngelagnya. tolong dong mimin tiktok beri saran ini kenapa...?
Mu Awanah,2,2024-05-05 06:42:07,"Aplikasinya lebih banyak bug sekarang dibanding dulu, dulu sebelum update gaada blgnya sama sekali setelah di update bukan makin bagus makin buruk aku harap aplikasinya di perbaiki"
Bayu Setiawan,1,2024-05-05 06:38:40,"Heh tood,kecewa gw sama elu,masa setelah di update aplikasinya sulit di buka,force close,vidio yang di putar sering ngeframe,aplikasinya kadang gk bisa di buka,pas di buka loadingnya laamaaaaa bngt"
Teri Luluk,5,2024-05-05 03:27:30,Bagus dan berkualitas Cuma disaat scrol tiktok mau keluar sendiri di menu utama. Semoga bisa menjadi aplikasi terbaik nomor 1
Syahnindya T.A,5,2024-05-05 00:41:30,"Aplikasi nya bagus, biasanya kalo rebahan buka apl ini si:v Tapi boleh ga ya di benerin? Kadang tiktok saya error like nya 0 gitu. Notifnya juga, padahal pas dicek di inbox ada sekitar 30, pas dibuka malah ga ada sama sekali. Itu aja sih keluhan saya, sejauh ini apl masih bagus. Tapi untuk anak-anak nggak direkomendasi bgt."
rei,1,2024-05-05 00:30:11,"tiktok updatenya makin gajelas, fitur story gabisa komen, gabisa liat postingan ulang akun yg di privat, gabisa liat tanggal posting ulang, gabisa posting ulang+komen. mending tiktok yg lama dehh"
Gina Fadillah putri,1,2024-05-04 22:55:12,Mohon maap kepada tiktok setiap kali ingin buka app nya kenapa selalu gabisa tolong diperbaiki saya sudah update beberapa kali dan tetap gabisa dibuka
Putri Nanda Utami,4,2024-05-04 21:35:25,"Sejujurnya suka sekali dengan aplikasi ini, tetapi ada beberapa filter yg ngebug di hp samsung S23 fe, udah beberapa kali di update tetapi masih belum bisa. Mohon diperbaiki lagi🙏🏻"
Kepo Lu,2,2024-05-04 21:15:11,"Akhir-akhir ini TikTok knpa si?! Sejak awal Mei bermasalah bgt, baru buka udah nge-lag. Pdahal wifi lancar, penyimpanan juga aman. Kesel bgt! Pas dibuka suara ada gambarnya hitam full, kdang gambar ada suaranya gagap, trus lagi g bisa pencet apapun pasti ujung²nya keluar, gbisa cek shop gua. Udah brapa kali pasang-copot tetap aja. Tolong dong, klo kek gini trus bisa rusak nih hp kena banting, gua emosian😭😭🙏"
K O T,1,2024-05-04 21:03:29,"Wkwkkwk banyak permainan tiktok, tiba tiba keluar sendiri log out, giliran masuk lagi gk bisa. Makin parah tiktok kesini, makin gk di buat nyaman. Aplikasi rendahan keamanan lemah"
Siti Nuraeni,5,2024-05-04 21:02:14,"Saya sangat menyukai platfoam ini. Cara mereka menangani masalah respon nya sangat cepat. Saya baru merasakan nya hari ini, saya ada kendala dengan akun saya dan saya langsung melaporkan kendala tersebut, tidak beberapa lama kemudian kendala saya sudah teratasi. Saya ucapkan terima kasih banyak, karena tidak semua platfoam bisa merespon masalah secepat ini."
Siti Patimah,2,2024-05-04 20:21:28,Ini kenapa ya tiktok udh di update malah tiba2 keluar sendiri..tolong diperbaiki dong..banyak diupdate tapi tetep keluar sendiri
Hekmah ayu Riviani,3,2024-05-04 19:33:50,Aplikasi nya lumayan menghibur tapi biasanya ngeleg gk bisa kebuka lah keluar sendiri lah tolong diperbaiki lagi aplikasi ini karna sudah banyak keluhan.
koplet chadaz,1,2024-05-04 19:20:48,Sekarang tiktok makin jelek.. Tempat top up custom di hilangin.. Bikin cara yang mudah bukan yang ribet😡😡.. Sekarang malah ribet.. Teknologi udah canggih malah di bikin ribet..
Qmin Blue,5,2024-05-04 18:33:46,"Aplikasi hiburan, jual beli, Kreatif dan menghibur,Mudah digunakan,Komunitas yang aktif dan ramah,Fitur pengeditan yang menyenangkan,Penjelajahan konten yang mudah"
Ramadhani Arkan,1,2024-05-04 18:33:17,Badmood banget gara gara nyari Poto profil ternyata di paling bawah padahal foto nya itu baru (seharusnya di atas karna foto kemarin aja di atas)
Satrio Ryan Rashaun,1,2024-05-04 18:32:11,"Btw akun gw bermasalah, jadi gw kena SB, kena pelanggaran, kena batasan umur terus menerus, dan Chat Pribadi juga TT Shop nonaktif. Padahal 1 jam sebelum nya masih aman aman aja dan gw gk ngelakuin pelanggaran 1 pun. Jadi tolong tanggapan, balasannya ya dan tindak lanjutannya ya."
Abdu Rahman,5,2024-05-04 18:02:18,"Semua nya bagus..sangat mendidik dan menghibur..tapi kenapa setiap saya buka aplikasinya pertama bisa,setelah waktu berlalu..tidak bisa lagi saya buka aplikasinya..terpaksa saya uninstal dan instal lagi..mohon bantuannya"
Kianur akbar,1,2024-05-04 17:32:07,"knpa hrs ada versi beta? saya jadi tidak bs post vt gtau knpa, tiap mau post psti ada tulisan 'tiktok tlh berhenti' trs kluar sendiri, saya terpaksa pake tiktok lite dn itu jga sy g bs liat postingan orng yg cm fto all i can see is js vids not pic and its very annoying, ditunggu perbaikannya."
Nardi Simarmata,3,2024-05-04 15:03:01,kenapa tiktok ku gabisa kebuka ya??? cuman stop sampe di layar utama HP ku samsek ga masuk ke apk nya?? uda coba hapus trs dowload lagi tetap aja sama
Arya Panji Nugroho,2,2024-05-04 14:49:24,"Tolong perbaiki bug,saya tiba tiba keluar sendiri dari apk tiktokny dan saya juga gak bisa masuk lagi tolong perbaiki"
Go Ni,5,2024-05-04 14:05:32,"aplikasi tiktok ini sangat membantu, sangat memudahkan bagi pengguna nya untuk berkomunikasi jarak jauh dan menjadi salah satu media share yang baik bagi seluruh penggunanya"
Toh Impian,3,2024-05-04 13:47:25,"Apk nya bagus, tapi kok sekarang jadi gabisa masuk apk nya? Di pencet pencet ga mau masuk, bukan stuck di logo tapi bener ga bisa masuk hadehh"
Rani Widya pratiwi,1,2024-05-04 12:35:02,tiktok saya tidak bisa di buka setiap mau di buka pasi hp sayang ngeleg ke setiap aplikasi. tolong tiktok di perbaiki lbih baik. akun tiktok saya tidak bisa masuk menggunakan Facebook. tolong d perbaik!!!
Fahrudin Novianur,1,2024-05-04 12:25:00,"bnyk bug,tolong y di perbaiki lagi knp klo mau buka aplikasi tiktok susah bgt masuk ny,perlu di pencet2 bbrapa kali dlu bru bisa masuk,kdng ga bisa masuk"
Euodia,1,2024-05-04 12:17:26,"-tiktok yg skrg kebanyakan iklan!! baru 2 video yg di scroll udh muncul iklan, terkadang iklan indo dan kbnykan iklan dr china!(bkn bermaksud rasis) cmn mengganggu aja!! -waktu scroll muncul live dr akun yg tdk kita ikuti itu sgt mengganggu! (klo livenya bagus ttng hal positif gk masalah ya kan, lah ini ttng hal yg menjijikan/negatif org ngemis, dll) -ada bnyk konten yg berbau 18+ dan hoaks yg segampang itu bisa muncul dan gk ditake down! - sekian & uninstall 🙏🏻"
Hanna Pane,3,2024-05-04 11:16:03,"Aku kasih bintang 3 karena kalau saya buka aplikasi tiktok tidak bisa dibuka sampai sampai saya hapus aplikasi nya, saya install lagi bisa dibuka sampai 3 hari saya gunakan malah tidak bisa dibuka lagi aplikasi tiktok ini kenapa ya tolong bantuan nya"
Arif Rahman hakim,1,2024-05-04 10:41:03,"Sekarang Tiktok sangat mengecewakan tanda khusu yg ada di tiktok sering kami untuk top up sudah tidak ada lagi, sangat di sayang kan tanda khusu di hilang kan, makain kesini makin parah tiktok nya"
Nuri Ardiansyah,1,2024-05-04 10:08:49,"Sering di buka susuh kerap ngeheng,jadi di hapus aplikasinya dulu baru donload lagi,jadi begitu terus menerus sampe capek tiap sebulan sekali tolong di perbaiki dung tik tok biar lebih lacar lagi"
feni yuliani,1,2024-05-04 10:04:21,Kenapa tik tok saya harus instal ulang tiap pagi kak...rasanya gak nyaman banget...padahal udah lama says gunakan tik tok gk pernah seperti ini ...udah hanpir 2 minggu ini tiap pagi saya harus instal kembali terus 🙏🙏🙏🙏
Gitna Istratanti,1,2024-05-04 07:55:26,"Tolong tiktoknya jangan dikasih tombol tertarik / tidak tertarik itu dong, karna semakin merusak videonya pas di tonton, apalagi videonya banyak ketutup tombol komen, follow dan share jangan ditambahin lagi, jadi keganggu pas nonton videonya"
Gracia,2,2024-05-04 07:25:12,"Jujur tiktok bagus banget aku suka banget tapi pas di akun baru aku kok gak ada daftar putar ya kan jadi bingung mo taro vt ku di playlist yang sama malah g ada, tolong ya di perbaiki soalnya aku pengen masukin vt ku ke playlist di akun baruku, terus 1 lagi, komentar nya kadang di hapus, di anggap melanggar panduan komunitas, padahal komen ku b aja, g ada yang maki2 ato menyinggung satu hal, kenapa di hapus gitu,kan aneh ya"
